,GOVT_USD_USA_1m,GOVT_USD_USA_3m,GOVT_USD_USA_6m,GOVT_USD_USA_1y,GOVT_USD_USA_2y,GOVT_USD_USA_3y,GOVT_USD_USA_5y,GOVT_USD_USA_7y,GOVT_USD_USA_10y,GOVT_USD_USA_20y,GOVT_USD_USA_30y
2013-05-23,0.00030004125343707777,0.0005000937578125697,0.0007998400426538933,0.001199760095961564,0.0026004899505059687,0.004204965508076088,0.009165206820416197,0.014231318865683105,0.020885030442073182,0.030231614382259638,0.03548497504821563
2013-05-24,0.00030004125343707777,0.0004000600039999469,0.0006998775285760116,0.001199790091464804,0.002600522502633156,0.004104554588015936,0.00906417916864155,0.01412937816490953,0.020781338538212416,0.029994013524582704,0.03523852481038445
2013-05-28,0.00020001833435312477,0.0005000937578125697,0.0008997975607296802,0.0012997076245289335,0.0029006559795988047,0.004907361276076385,0.01028025137954312,0.015567628683965709,0.02224445159889738,0.031646883896804964,0.03662839690223148
2013-05-29,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.0030006788149454385,0.004906929889489844,0.01027970154373859,0.01535592044261552,0.022028959906475833,0.031162856437315242,0.03612983444582744
2013-05-30,0.00020001833435312477,0.0004000600039999469,0.0006998775285760116,0.0012997726147869868,0.003100973442660779,0.004906786127378491,0.010177298457586581,0.01535800857976886,0.022031142524096603,0.03129506347648727,0.03626423259879147
2013-05-31,0.00030004125343707777,0.0004000600039999469,0.0006998775285760116,0.0013997551428565757,0.0030007163882736086,0.005208644643552217,0.010583357961167793,0.015767816006210092,0.022335970370674946,0.03161435972831058,0.0364285954395808
2013-06-03,0.00030004125343707777,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.0030006788149454385,0.0050074708139590755,0.010380894199745654,0.015563543265811082,0.022016551589623415,0.03128341233528482,0.03608351252553551
2013-06-04,0.0005001145992498124,0.0004000600039999469,0.0007998400426538933,0.0013997201446022394,0.003200924928024766,0.004805761410331429,0.010586759110017649,0.01577151259898382,0.02211609750247378,0.03164986105059183,0.0364593474776833
2013-06-05,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.0030006788149454385,0.004806405069801186,0.010280749426805388,0.015462593661439086,0.021690782653734947,0.03107764646293737,0.03586641441219728
2013-06-06,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.0030006788149454385,0.004806405069801186,0.010178517047343672,0.015148413688378522,0.021483125064831844,0.030991336630021533,0.035603010703477045
2013-06-07,0.0004000733414819546,0.0004000600039999469,0.0006998775285760116,0.0013997551428565757,0.0032009650162905874,0.005207946725876307,0.011094284018415446,0.016177748224919842,0.022416767202207217,0.031966441053442755,0.03679211405879471
2013-06-10,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003200924928024766,0.005509678625256859,0.011398158984984686,0.01648413820728109,0.02295187520773679,0.03252147675391826,0.037025159403953734
2013-06-11,0.0005001145992498124,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003401196243857015,0.005710177369375553,0.011292458146009269,0.01637734753948918,0.02273136132727715,0.03216275714576007,0.03665777188107636
2013-06-12,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003401196243857015,0.005710177369375553,0.011599873491774881,0.01668746987502983,0.023270713944542692,0.03258870590784232,0.03710303144305513
2013-06-13,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.0013997201446022394,0.003200924928024766,0.005509678625256859,0.011193243784014397,0.016277408191666103,0.02262985613543892,0.03205626065768461,0.03671761726934047
2013-06-14,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.002900692295028978,0.004907402368664849,0.010484847420610548,0.01556304612093887,0.022127815014786688,0.03165931023372476,0.03612625981671222
2013-06-17,0.0005001145992498124,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0027004751624320894,0.004908059867851522,0.01069038077592778,0.015981958418434118,0.022665853216874664,0.032348375085970014,0.03700871179093821
2013-06-18,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0027004751624320894,0.004807511743914588,0.010793865559848913,0.01608654597370573,0.02277222423785178,0.032195314639465025,0.0368571386367038
2013-06-19,0.0004000733414819546,0.0005000937578125697,0.0007998400426538933,0.001299740118033398,0.0031009346091008176,0.005812159704560319,0.01252419749643574,0.017938438263594664,0.024090388199278185,0.03304975609873089,0.03742656215665064
2013-06-20,0.00030004125343707777,0.0005000937578125697,0.0008997975607296802,0.0013996851498473378,0.003301016092469968,0.006213917983530057,0.013237614330626144,0.0187645790491225,0.024927765008259006,0.03405192502162578,0.03829003670672373
2013-06-21,0.00020001833435312477,0.0005000937578125697,0.0008997975607296802,0.0012997076245289335,0.0038019336167267027,0.007018059361915201,0.0143572799701316,0.019893651388078578,0.026072270298640027,0.03484239747789554,0.038951631164350436
2013-06-24,0.0001000045834613772,0.0006001350135009798,0.0010996976108709337,0.0015995602312089993,0.004202007267073302,0.007317858761113382,0.014968759927908179,0.020617309002277595,0.026577859876452184,0.03483823965565036,0.03879617618412203
2013-06-25,0.00030004125343707777,0.0006001350135009798,0.0010996976108709337,0.001699532769015405,0.0043020016197876775,0.007417981670601819,0.015069621470250476,0.020719006850250184,0.02690851218636311,0.03530818477628294,0.039275007269338275
2013-06-26,0.00020001833435312477,0.0006001350135009798,0.0010996976108709337,0.0015995602312089993,0.0039014960885116255,0.006916057282571669,0.014666869211086965,0.02020576233591527,0.02638835431621917,0.03490255439097892,0.03919949979410227
